locationid,FacilityType,Address,Status,Latitude,Longitude,Approved,ExpirationDate,Name
1213203,Truck,75 WATERLOO ST,REQUESTED,37.7386499426562,-122.4061861142952,,,Marengo
963997,Truck,35 NIBBI CT,REQUESTED,37.710451691867526,-122.3961490789956,,03/15/2018 12:00:00 AM,Singh Brothers Ice Cream
948140,Push Cart,101 BAY SHORE BLVD,REQUESTED,37.746948295513135,-122.40339096031298,,03/15/2017 12:00:00 AM,Eli's Hot Dogs
963988,Truck,1101 PALOU AVE,REQUESTED,37.72867144281792,-122.38186508864092,,03/15/2018 12:00:00 AM,Singh Brothers Ice Cream
1163784,Truck,740 VALENCIA ST,REQUESTED,37.760957168278544,-122.42182419935828,,07/15/2019 12:00:00 AM,"SOHOMEI, LLC"
1200178,Truck,535 MISSION BAY BLVD SOUTH,EXPIRED,37.76912441216805,-122.39147491124584,08/07/2018 12:00:00 AM,07/15/2019 12:00:00 AM,SF Cart Project
949952,Truck,2598 HARRISON ST,EXPIRED,0.0,0.0,03/21/2017 12:00:00 AM,07/15/2018 12:00:00 AM,"Santana ESG, Inc."
1163799,Truck,599 MASONIC AVE,REQUESTED,37.78072314754437,-122.44778964047842,,07/15/2019 12:00:00 AM,"SOHOMEI, LLC"
1089698,Truck,2355 FOLSOM ST,REQUESTED,0.0,0.0,,07/15/2019 12:00:00 AM,El Tonayense #60
1163796,Truck,1580 DAVIDSON AVE,REQUESTED,37.74569302612038,-122.39071458482128,,07/15/2019 12:00:00 AM,"SOHOMEI, LLC"
963986,Truck,1550 WALLACE AVE,REQUESTED,37.72716806878196,-122.39002914870102,,03/15/2018 12:00:00 AM,Singh Brothers Ice Cream
1058991,Truck,601 MISSION ST,REQUESTED,37.78767164448786,-122.39976292583924,,,Ruru Juice LLC
953001,Push Cart,960 04TH ST,ISSUED,37.77433766636957,-122.39405328631256,04/09/2018 12:00:00 AM,07/15/2019 12:00:00 AM,Wonder Philly
963987,Truck,1104 FITZGERALD AVE,REQUESTED,37.72017472264928,-122.38940711434188,,03/15/2018 12:00:00 AM,Singh Brothers Ice Cream
1163405,Truck,2365 MISSION ST,EXPIRED,37.75924028515023,-122.4185441711166,05/17/2018 12:00:00 AM,07/15/2019 12:00:00 AM,Julie's Hot Dogs
1163788,Truck,690 MISSION ST,REQUESTED,0.0,0.0,,07/15/2019 12:00:00 AM,"SOHOMEI, LLC"
959619,Push Cart,298 KING ST,REQUESTED,37.77764220851001,-122.39341814593186,,03/15/2018 12:00:00 AM,"Kabob Trolley, LLC"
1219753,Truck,1133 MISSION ST,REQUESTED,37.77833025576586,-122.41151586526772,,07/15/2019 12:00:00 AM,"Kabob Trolley, LLC"
1090090,Truck,345 WILLIAMS AVE,REQUESTED,37.72980548057414,-122.39924710472444,,07/15/2019 12:00:00 AM,Tacos El Primo
963994,Truck,1309 INGALLS ST,REQUESTED,37.730374237862826,-122.38186187865688,,03/15/2018 12:00:00 AM,Singh Brothers Ice Cream
1174530,Push Cart,560 VALENCIA ST,REQUESTED,37.763858081360304,-122.4220826209929,,07/15/2019 12:00:00 AM,CC Acquisition LLC
953198,Truck,200 SHOTWELL ST,EXPIRED,37.76474535071949,-122.41656213947006,03/21/2017 12:00:00 AM,07/15/2018 12:00:00 AM,"Santana ESG, Inc."
1163786,Truck,544 02ND ST,REQUESTED,37.78242356329466,-122.39323639939816,,07/15/2019 12:00:00 AM,"SOHOMEI, LLC"
1042438,Truck,80 SUTTER ST,REQUESTED,37.79034624734142,-122.4018501909886,,,Ruru Juice LLC
963983,Truck,3444 JENNINGS ST,REQUESTED,37.71852204856645,-122.3966614444168,,03/15/2018 12:00:00 AM,Singh Brothers Ice Cream
1297766,Truck,1610 ARMSTRONG AVE,EXPIRED,37.726594363386816,-122.39235562563124,03/06/2020 12:00:00 AM,01/15/2021 12:00:00 AM,Tacos Lol-Tun
1089697,Truck,401 TREAT AVE,REQUESTED,37.763108325376656,-122.41345489002224,,07/15/2019 12:00:00 AM,El Tonayense #60
1163797,Truck,1570 BURKE AVE,REQUESTED,37.74475219161639,-122.38567924872147,,07/15/2019 12:00:00 AM,"SOHOMEI, LLC"
1163801,Truck,730 ELLIS ST,REQUESTED,37.78442073689951,-122.41840535178248,,07/15/2019 12:00:00 AM,"SOHOMEI, LLC"
1163795,Truck,1240 MINNESOTA ST,REQUESTED,37.75461495148918,-122.39038813202004,,07/15/2019 12:00:00 AM,"SOHOMEI, LLC"
1163789,Truck,85 02ND ST,REQUESTED,37.78845702882892,-122.3998841605663,,07/15/2019 12:00:00 AM,"SOHOMEI, LLC"
963990,Truck,2115 JENNINGS ST,REQUESTED,37.72672797825706,-122.38865842883156,,03/15/2018 12:00:00 AM,Singh Brothers Ice Cream
963981,Truck,800 JAMESTOWN AVE,REQUESTED,37.71644300214742,-122.38993787932108,,03/15/2018 12:00:00 AM,Singh Brothers Ice Cream
1163798,Truck,501 HOWARD ST,REQUESTED,0.0,0.0,,07/15/2019 12:00:00 AM,"SOHOMEI, LLC"
963996,Truck,1698 KIRKWOOD AVE,REQUESTED,37.73935716086751,-122.39152281175876,,03/15/2018 12:00:00 AM,Singh Brothers Ice Cream
1163800,Truck,2401 22ND ST,REQUESTED,37.75563700983233,-122.405101930379,,07/15/2019 12:00:00 AM,"SOHOMEI, LLC"
963993,Truck,1207 SHAFTER AVE,REQUESTED,37.72670827296216,-122.38362491720036,,03/15/2018 12:00:00 AM,Singh Brothers Ice Cream
1163785,Truck,1652 EDDY ST,REQUESTED,37.78159674576022,-122.43485778844028,,07/15/2019 12:00:00 AM,"SOHOMEI, LLC"
1090081,Truck,1717 HARRISON ST,REQUESTED,0.0,0.0,,07/15/2019 12:00:00 AM,El Tonayanse #4 / #36
963982,Truck,1060 KEY AVE,REQUESTED,37.71920021771331,-122.39597673109591,,03/15/2018 12:00:00 AM,Singh Brothers Ice Cream
1163790,Truck,Assessors Block 3902/Lot002,REQUESTED,37.76830699279999,-122.41200033609216,,07/15/2019 12:00:00 AM,"SOHOMEI, LLC"
1587570,Truck,1400 MINNESOTA ST,APPROVED,37.75207458620838,-122.39014490082212,12/30/2021 12:00:00 AM,11/15/2022 12:00:00 AM,Brazuca Grill
1535609,Truck,900 FRONT ST,EXPIRED,37.80022091559222,-122.39956901857713,07/02/2021 12:00:00 AM,11/15/2021 12:00:00 AM,Wu Wei LLC dba MoBowl
1587574,Truck,1100 ORTEGA ST,APPROVED,37.752660520412284,-122.4754735317814,12/30/2021 12:00:00 AM,11/15/2022 12:00:00 AM,Eva's Catering
1587568,Truck,1040 MARIPOSA ST,APPROVED,37.76420237830191,-122.39428524233958,12/30/2021 12:00:00 AM,11/15/2022 12:00:00 AM,Brazuca Grill
1587535,Truck,208 PENNSYLVANIA AVE,APPROVED,37.76346295990656,-122.39401294737716,12/30/2021 12:00:00 AM,11/15/2022 12:00:00 AM,Brazuca Grill
1587554,Truck,6000 03RD ST,APPROVED,37.72397990389285,-122.39590345491315,12/30/2021 12:00:00 AM,11/15/2022 12:00:00 AM,Brazuca Grill
1587548,Truck,2085 03RD ST,APPROVED,37.76329905604463,-122.3884823068054,12/30/2021 12:00:00 AM,11/15/2022 12:00:00 AM,Brazuca Grill
1575178,Truck,220 RANKIN ST,APPROVED,37.74646978811481,-122.3915152387716,12/09/2021 12:00:00 AM,11/15/2022 12:00:00 AM,Park's Catering
1535610,Truck,500 HOWARD ST,EXPIRED,0.0,0.0,07/02/2021 12:00:00 AM,11/15/2021 12:00:00 AM,Wu Wei LLC dba MoBowl
1576223,Truck,3201 03RD ST,APPROVED,37.748445338837655,-122.38687903197965,12/16/2021 12:00:00 AM,11/15/2022 12:00:00 AM,Natan's Catering
1587555,Truck,1315 ARMSTRONG AVE,APPROVED,37.723078757516,-122.38752570401662,12/30/2021 12:00:00 AM,11/15/2022 12:00:00 AM,Brazuca Grill
1591786,Push Cart,58 MAIN ST,SUSPEND,37.79210933860902,-122.39580386550163,,11/15/2022 12:00:00 AM,Faith Sandwich
1587560,Truck,1346 EDDY ST,APPROVED,37.78186711757412,-122.4298852476026,12/30/2021 12:00:00 AM,11/15/2022 12:00:00 AM,Brazuca Grill
1535608,Truck,253 DRUMM ST,EXPIRED,37.79612338025215,-122.39727320433803,07/02/2021 12:00:00 AM,11/15/2021 12:00:00 AM,Wu Wei LLC dba MoBowl
1587540,Truck,131 SHOTWELL ST,APPROVED,37.74793093611294,-122.41519315390948,12/30/2021 12:00:00 AM,11/15/2022 12:00:00 AM,Brazuca Grill
1575185,Truck,1650 DAVIDSON AVE,APPROVED,37.74671130304029,-122.3921503194526,12/09/2021 12:00:00 AM,11/15/2022 12:00:00 AM,Park's Catering
1514028,Truck,2890 03RD ST,EXPIRED,37.75310874987126,-122.38817020206616,03/30/2021 12:00:00 AM,11/15/2021 12:00:00 AM,F & C Catering
1591833,Push Cart,400 MONTGOMERY ST,SUSPEND,37.79314862698347,-122.4025671755779,,11/15/2022 12:00:00 AM,Halal Cart of San Francisco
1575182,Truck,1570 BURKE AVE,APPROVED,37.74475219161639,-122.38567924872147,12/09/2021 12:00:00 AM,11/15/2022 12:00:00 AM,Park's Catering
1591846,Push Cart,979 MARKET ST,SUSPEND,37.78228077241861,-122.40953118731998,,11/15/2022 12:00:00 AM,Golden Gate Halal Food
1575189,Truck,Assessors Block 4755/Lot049,APPROVED,37.726382932182176,-122.37843478266778,12/09/2021 12:00:00 AM,11/15/2022 12:00:00 AM,Park's Catering
1515717,Push Cart,1 MARKET ST,EXPIRED,37.79387150715064,-122.39486523862108,04/09/2021 12:00:00 AM,11/15/2021 12:00:00 AM,Treats by the Bay LLC
1575184,Truck,1575 BURKE AVE,APPROVED,37.74417844737573,-122.38671592975922,12/09/2021 12:00:00 AM,11/15/2022 12:00:00 AM,Park's Catering
1575181,Truck,2323 CESAR CHAVEZ ST,APPROVED,37.748801377714486,-122.40055245878467,12/09/2021 12:00:00 AM,11/15/2022 12:00:00 AM,Park's Catering
1524385,Push Cart,2301 MISSION ST,EXPIRED,37.76008693198698,-122.41880648110114,05/17/2021 12:00:00 AM,11/15/2021 12:00:00 AM,Leo's Hot Dogs
1575179,Truck,3450 03RD ST,APPROVED,37.74572922168844,-122.3877976508368,12/09/2021 12:00:00 AM,11/15/2022 12:00:00 AM,Park's Catering
1514024,Truck,Assessors Block /Lot,EXPIRED,0.0,0.0,03/30/2021 12:00:00 AM,11/15/2021 12:00:00 AM,F & C Catering
1514030,Truck,900 MINNESOTA ST,EXPIRED,0.0,0.0,03/30/2021 12:00:00 AM,11/15/2021 12:00:00 AM,F & C Catering
1514027,Truck,700 25TH ST,EXPIRED,37.75338080997486,-122.38636768585714,03/30/2021 12:00:00 AM,11/15/2021 12:00:00 AM,F & C Catering
1575187,Truck,1801 EVANS AVE,APPROVED,37.74459119509166,-122.39307688085802,12/09/2021 12:00:00 AM,11/15/2022 12:00:00 AM,Park's Catering
1575195,Truck,250 NAPOLEON ST,APPROVED,37.746755554477474,-122.40090627035904,12/09/2021 12:00:00 AM,11/15/2022 12:00:00 AM,Park's Catering
1591812,Truck,560 MISSION ST,SUSPEND,37.78886471534304,-122.39935935136296,,11/15/2022 12:00:00 AM,Flavors of Africa
1575193,Truck,2525 MARIN ST,APPROVED,37.74761607223309,-122.40197697572432,12/09/2021 12:00:00 AM,11/15/2022 12:00:00 AM,Park's Catering
1514025,Truck,898 PENNSYLVANIA AVE,EXPIRED,37.755534471603866,-122.39392527753924,03/30/2021 12:00:00 AM,11/15/2021 12:00:00 AM,F & C Catering
1585465,Truck,333 BRANNAN ST,APPROVED,37.780918000993,-122.39241698313292,12/17/2021 12:00:00 AM,11/15/2022 12:00:00 AM,Roadside Rotisserie Corporation / Country Grill
1575191,Truck,Assessors Block 4645/Lot015,APPROVED,37.73213495192223,-122.37539807856734,12/09/2021 12:00:00 AM,11/15/2022 12:00:00 AM,Park's Catering
1585470,Truck,225 BATTERY ST,APPROVED,37.79344652781607,-122.40034367559196,12/17/2021 12:00:00 AM,11/15/2022 12:00:00 AM,Roadside Rotisserie Corporation / Country Grill
1591811,Truck,555 MISSION ST,SUSPEND,37.78844615690132,-122.3986412420388,,11/15/2022 12:00:00 AM,Flavors of Africa
1575198,Truck,220 NEWHALL ST,APPROVED,37.74301424963152,-122.38446024493484,12/09/2021 12:00:00 AM,11/15/2022 12:00:00 AM,Park's Catering
1575183,Truck,1555 BURKE AVE,APPROVED,37.74371347536804,-122.38596479003613,12/09/2021 12:00:00 AM,11/15/2022 12:00:00 AM,Park's Catering
1591807,Push Cart,1 MARKET ST,SUSPEND,37.79387150715064,-122.39486523862108,,11/15/2022 12:00:00 AM,"Halal Cart, LLC"
1535607,Truck,370 DRUMM ST,EXPIRED,37.79691371248354,-122.39665067526364,07/02/2021 12:00:00 AM,11/15/2021 12:00:00 AM,Wu Wei LLC dba MoBowl
1575197,Truck,330 NEWHALL ST,APPROVED,37.74298987477535,-122.386773267176,12/09/2021 12:00:00 AM,11/15/2022 12:00:00 AM,Park's Catering
1575186,Truck,1000 EVANS AVE,APPROVED,37.73772686659576,-122.37657291457296,12/09/2021 12:00:00 AM,11/15/2022 12:00:00 AM,Park's Catering
1591779,Truck,30 GROVE ST,SUSPEND,37.779159119969,-122.4158078824267,,11/15/2022 12:00:00 AM,Street Meet
1591781,Truck,777 MARIPOSA ST,SUSPEND,37.76381127729062,-122.3912653505994,,11/15/2022 12:00:00 AM,Street Meet
1591847,Push Cart,1169 MARKET ST,SUSPEND,0.0,0.0,,11/15/2022 12:00:00 AM,Golden Gate Halal Food
1575188,Truck,2020 EVANS AVE,APPROVED,0.0,0.0,12/09/2021 12:00:00 AM,11/15/2022 12:00:00 AM,Park's Catering
1575192,Truck,10 LOOMIS ST,APPROVED,37.74378392338268,-122.40378882961043,12/09/2021 12:00:00 AM,11/15/2022 12:00:00 AM,Park's Catering
1575190,Truck,Assessors Block 4644/Lot008,APPROVED,37.730906150359694,-122.37330257748522,12/09/2021 12:00:00 AM,11/15/2022 12:00:00 AM,Park's Catering
1591832,Push Cart,532 MARKET ST,SUSPEND,37.79054831818324,-122.40033367367876,,11/15/2022 12:00:00 AM,Shah's Halal Food
1591808,Push Cart,400 MONTGOMERY ST,SUSPEND,37.79314862698347,-122.4025671755779,,11/15/2022 12:00:00 AM,"Halal Cart, LLC"
1591784,Push Cart,801 MARKET ST,SUSPEND,37.784990279306456,-122.40567662907203,,11/15/2022 12:00:00 AM,FRUITYMANIA
1575199,Truck,300 NEWHALL ST,APPROVED,37.74322468386162,-122.38534297342116,12/09/2021 12:00:00 AM,11/15/2022 12:00:00 AM,Park's Catering
1575180,Truck,3801 03RD ST,APPROVED,37.741026207788686,-122.38779292799352,12/09/2021 12:00:00 AM,11/15/2022 12:00:00 AM,Park's Catering
1591780,Truck,100 LARKIN ST,SUSPEND,37.779159119969,-122.4158078824267,,11/15/2022 12:00:00 AM,Street Meet
1591834,Push Cart,1 MARKET ST,SUSPEND,37.79387150715064,-122.39486523862108,,11/15/2022 12:00:00 AM,Halal Cart of San Francisco
1591997,Truck,1450 MISSION ST,SUSPEND,37.77522830783405,-122.41746613186956,,11/15/2022 12:00:00 AM,Lerso
1575177,Truck,525 PHELPS ST,APPROVED,37.74176064966551,-122.3890979701946,12/09/2021 12:00:00 AM,11/15/2022 12:00:00 AM,Park's Catering
1575194,Truck,1200 MISSISSIPPI ST,APPROVED,37.75169103572294,-122.3943742132628,12/09/2021 12:00:00 AM,11/15/2022 12:00:00 AM,Park's Catering
1576237,Truck,350 KANSAS ST,APPROVED,37.76537066931712,-122.40390784821224,12/16/2021 12:00:00 AM,11/15/2022 12:00:00 AM,Natan's Catering
1576239,Truck,888 MARIN ST,APPROVED,37.74945832902701,-122.38508133967832,12/16/2021 12:00:00 AM,11/15/2022 12:00:00 AM,Natan's Catering
1576218,Truck,Assessors Block 4241/Lot002,APPROVED,37.75334000118106,-122.38412838423729,12/16/2021 12:00:00 AM,11/15/2022 12:00:00 AM,Natan's Catering
1576225,Truck,Assessors Block 4315/Lot03008,APPROVED,0.0,0.0,12/16/2021 12:00:00 AM,11/15/2022 12:00:00 AM,Natan's Catering
1576229,Truck,1801 EVANS AVE,APPROVED,37.74459119509166,-122.39307688085802,12/16/2021 12:00:00 AM,11/15/2022 12:00:00 AM,Natan's Catering
1576228,Truck,146 CONNECTICUT ST,APPROVED,37.76444729556189,-122.397987371508,12/16/2021 12:00:00 AM,11/15/2022 12:00:00 AM,Natan's Catering
1576230,Truck,2045 EVANS AVE,APPROVED,37.747772091607466,-122.39703171897756,12/16/2021 12:00:00 AM,11/15/2022 12:00:00 AM,Natan's Catering
1576231,Truck,950 HARRISON ST,APPROVED,37.77838861578656,-122.40319178322908,12/16/2021 12:00:00 AM,11/15/2022 12:00:00 AM,Natan's Catering
1576375,Truck,425 CALIFORNIA ST,APPROVED,37.79279574157871,-122.40135328093122,12/16/2021 12:00:00 AM,11/15/2022 12:00:00 AM,San Francisco's Hometown Creamery
1576224,Truck,400 ALEMANY BLVD,APPROVED,37.73314239514255,-122.41456863241858,12/16/2021 12:00:00 AM,11/15/2022 12:00:00 AM,Natan's Catering
1576236,Truck,Assessors Block 4296/Lot010,APPROVED,37.75240499247832,-122.38700019629786,12/16/2021 12:00:00 AM,11/15/2022 12:00:00 AM,Natan's Catering
1576386,Truck,301 PINE ST,APPROVED,37.79183426305553,-122.40127961659626,12/16/2021 12:00:00 AM,11/15/2022 12:00:00 AM,San Francisco's Hometown Creamery
1576214,Truck,Assessors Block 4103/Lot023A,APPROVED,37.758303395642486,-122.39351405481676,12/16/2021 12:00:00 AM,11/15/2022 12:00:00 AM,Natan's Catering
1576238,Truck,3335 17TH ST,APPROVED,37.76315639322651,-122.42032223152648,12/16/2021 12:00:00 AM,11/15/2022 12:00:00 AM,Natan's Catering
1576211,Truck,Assessors Block 5369/Lot003,APPROVED,37.73811777159187,-122.40441846721173,12/16/2021 12:00:00 AM,11/15/2022 12:00:00 AM,Natan's Catering
1576207,Truck,Assessors Block 7295/Lot022,APPROVED,37.7300036831892,-122.4781863254146,12/16/2021 12:00:00 AM,11/15/2022 12:00:00 AM,Natan's Catering
1576208,Truck,Assessors Block 4172/Lot010,APPROVED,37.75712456038606,-122.3885295152567,12/16/2021 12:00:00 AM,11/15/2022 12:00:00 AM,Natan's Catering
1576227,Truck,1140 07TH ST,APPROVED,37.7682493867935,-122.39843065021364,12/16/2021 12:00:00 AM,11/15/2022 12:00:00 AM,Natan's Catering
1576240,Truck,151 MENDELL ST,APPROVED,37.742820234675946,-122.38284735551784,12/16/2021 12:00:00 AM,11/15/2022 12:00:00 AM,Natan's Catering
1576210,Truck,Assessors Block 4227/Lot012,APPROVED,37.75315510671546,-122.3911741844557,12/16/2021 12:00:00 AM,11/15/2022 12:00:00 AM,Natan's Catering
1576387,Truck,340 POST ST,APPROVED,37.78869699864027,-122.40747042036952,12/16/2021 12:00:00 AM,11/15/2022 12:00:00 AM,San Francisco's Hometown Creamery
1576234,Truck,Assessors Block 8722/Lot001,APPROVED,37.76799554568555,-122.3875494265472,12/16/2021 12:00:00 AM,11/15/2022 12:00:00 AM,Natan's Catering
1576206,Truck,Assessors Block 5598/Lot031,APPROVED,37.74030387280596,-122.4060597434942,12/16/2021 12:00:00 AM,11/15/2022 12:00:00 AM,Natan's Catering
1576374,Truck,1 MONTGOMERY ST,APPROVED,37.78924953407508,-122.40241859729358,12/16/2021 12:00:00 AM,11/15/2022 12:00:00 AM,San Francisco's Hometown Creamery
1576222,Truck,2101 03RD ST,APPROVED,0.0,0.0,12/16/2021 12:00:00 AM,11/15/2022 12:00:00 AM,Natan's Catering
1576216,Truck,50 QUINT ST,APPROVED,37.74647050664712,-122.38899080865444,12/16/2021 12:00:00 AM,11/15/2022 12:00:00 AM,Natan's Catering
1576241,Truck,555 MISSOURI ST,APPROVED,37.75930376638337,-122.39590223123568,12/16/2021 12:00:00 AM,11/15/2022 12:00:00 AM,Natan's Catering
1576235,Truck,Assessors Block 3941/Lot001,APPROVED,37.764741322674965,-122.38712481217912,12/16/2021 12:00:00 AM,11/15/2022 12:00:00 AM,Natan's Catering
1576215,Truck,66 POTRERO AVE,APPROVED,37.76854328902419,-122.40849289243862,12/16/2021 12:00:00 AM,11/15/2022 12:00:00 AM,Natan's Catering
1576221,Truck,1650 03RD ST,APPROVED,37.76912441216805,-122.39147491124584,12/16/2021 12:00:00 AM,11/15/2022 12:00:00 AM,Natan's Catering
1576213,Truck,Assessors Block 5216/Lot030,APPROVED,37.74540642941645,-122.39008122484672,12/16/2021 12:00:00 AM,11/15/2022 12:00:00 AM,Natan's Catering
1576205,Truck,Assessors Block 8722/Lot003,APPROVED,37.76743301733124,-122.39214911417169,12/16/2021 12:00:00 AM,11/15/2022 12:00:00 AM,Natan's Catering
1576217,Truck,435 23RD ST,APPROVED,37.755030726766726,-122.38453073422282,12/16/2021 12:00:00 AM,11/15/2022 12:00:00 AM,Natan's Catering
1576233,Truck,600 16TH ST,APPROVED,37.76746628714475,-122.39086028943052,12/16/2021 12:00:00 AM,11/15/2022 12:00:00 AM,Natan's Catering
1576226,Truck,1580 BURKE AVE,APPROVED,37.74475219161639,-122.38567924872147,12/16/2021 12:00:00 AM,11/15/2022 12:00:00 AM,Natan's Catering
1576209,Truck,Assessors Block 4058/Lot010,APPROVED,37.76118299450509,-122.38811870407658,12/16/2021 12:00:00 AM,11/15/2022 12:00:00 AM,Natan's Catering
1576220,Truck,Assessors Block 4281a/Lot012A,APPROVED,37.75076076946013,-122.40154029135653,12/16/2021 12:00:00 AM,11/15/2022 12:00:00 AM,Natan's Catering
1576219,Truck,Assessors Block 8732/Lot001,APPROVED,37.77070297609754,-122.3907903555664,12/16/2021 12:00:00 AM,11/15/2022 12:00:00 AM,Natan's Catering
1577123,Truck,85 02ND ST,APPROVED,37.78845702882892,-122.3998841605663,12/16/2021 12:00:00 AM,11/15/2022 12:00:00 AM,El Calamar Perubian Food Truck
955616,Truck,928 TOLAND ST,REQUESTED,37.74162368623527,-122.4015472063967,,,Tacos Santo Toribio
1367290,,580 HOWARD ST,REQUESTED,37.7873042488646,-122.39803725191236,,07/15/2020 12:00:00 AM,Star Taco
1336732,Truck,2920 03RD ST,EXPIRED,37.7519716288769,-122.38796548380076,07/10/2019 12:00:00 AM,01/15/2021 12:00:00 AM,Quan Catering
1334819,,4384 MISSION ST,REQUESTED,37.727566537591706,-122.4329697019889,,,tacos y pupusas los trinos
934518,Truck,115 SANSOME ST,EXPIRED,37.79142654133214,-122.40103785668796,03/16/2017 12:00:00 AM,07/15/2018 12:00:00 AM,Scotch Bonnet
1341056,Push Cart,773 MARKET ST,EXPIRED,37.78539563944047,-122.40439104283044,07/29/2019 12:00:00 AM,01/15/2021 12:00:00 AM,Kettle Corn Star
1336744,Truck,2111 LANE ST,EXPIRED,37.72878795772644,-122.39229482070176,07/10/2019 12:00:00 AM,01/15/2021 12:00:00 AM,Quan Catering
1337439,Truck,1450 WALLACE AVE,EXPIRED,37.72614569247294,-122.38822774090347,07/12/2019 12:00:00 AM,01/15/2021 12:00:00 AM,Liang Bai Ping
735318,Push Cart,5 THE EMBARCADERO,REQUESTED,37.794331003246846,-122.39581105302317,,03/15/2016 12:00:00 AM,Ziaurehman Amini
812017,Truck,290 SUTTER ST,REQUESTED,37.78991386713444,-122.40523289252366,,,SF Street Food
1416733,Truck,1 BUSH ST,REQUESTED,37.79092150726921,-122.4001004237385,,07/15/2020 12:00:00 AM,"Off the Grid Services, LLC"
1344202,Push Cart,900 BEACH ST,REQUESTED,37.80774328844553,-122.42414994486982,,07/15/2020 12:00:00 AM,"Bay Area Dots, LLC"
1337428,Truck,1145 REVERE AVE,EXPIRED,37.72659047951941,-122.3817522114059,07/12/2019 12:00:00 AM,01/15/2021 12:00:00 AM,Liang Bai Ping
1265606,Push Cart,384 POST ST,REQUESTED,37.78862121908618,-122.40806890640653,,01/07/2020 12:00:00 AM,"San Francisco Carts & Concessions, Inc. DBA Stanley's Steamers Hot Dogs"
1527317,Truck,15 MARINA BLVD,REQUESTED,37.80457786909011,-122.43301077434302,,11/15/2021 12:00:00 AM,"BOWL'D ACAI, LLC."
1334599,Truck,551 03RD ST,EXPIRED,37.780647210048365,-122.39462918166164,07/02/2019 12:00:00 AM,01/15/2021 12:00:00 AM,Tacos El Ojo De Agua
453013,,1700 JERROLD AVE,EXPIRED,37.7424951959228,-122.39161759509756,02/07/2018 12:00:00 AM,07/15/2018 12:00:00 AM,Tacos Santana
1337431,Truck,1127 SHAFTER AVE,EXPIRED,37.7259455580465,-122.38228115325305,07/12/2019 12:00:00 AM,01/15/2021 12:00:00 AM,Liang Bai Ping
1332938,Truck,420 BERRY ST,EXPIRED,37.77200865646878,-122.3990838454733,06/26/2019 12:00:00 AM,01/15/2021 12:00:00 AM,Mini Mobile Food Catering
1336739,Truck,722 BRANNAN ST,EXPIRED,37.77444911077535,-122.402087236063,07/10/2019 12:00:00 AM,01/15/2021 12:00:00 AM,Quan Catering
1336731,Truck,3305 03RD ST,EXPIRED,37.74383117213268,-122.37779736896212,07/10/2019 12:00:00 AM,01/15/2021 12:00:00 AM,Quan Catering
755221,,4650 MISSION ST,REQUESTED,37.72366127950527,-122.43594382523996,,03/15/2017 12:00:00 AM,Fruteria Serrano
848185,Truck,4705 03RD ST,REQUESTED,37.73500422895143,-122.39017246969968,,03/15/2017 12:00:00 AM,Reecees Soulicious
848080,Truck,1700 EVANS AVE,SUSPEND,37.744889286143,-122.39097197693538,08/01/2017 12:00:00 AM,03/15/2018 12:00:00 AM,Taqueria Lolita
1010174,Truck,2386 MISSION ST,REQUESTED,37.75887999201479,-122.41937920298372,,,Julie's Hot Dogs
1265597,Push Cart,Assessors Block /Lot,REQUESTED,0.0,0.0,,01/07/2020 12:00:00 AM,"San Francisco Carts & Concessions, Inc. DBA Stanley's Steamers Hot Dogs"
627558,Truck,Assessors Block /Lot,REQUESTED,0.0,0.0,,,"Off the Grid Services, LLC"
1337442,Truck,1420 YOSEMITE AVE,EXPIRED,37.725181700728754,-122.38819268844397,07/12/2019 12:00:00 AM,01/15/2021 12:00:00 AM,Liang Bai Ping
1337450,Truck,1377 FELL ST,EXPIRED,37.773287940470354,-122.44003231663504,07/12/2019 12:00:00 AM,01/15/2021 12:00:00 AM,Liang Bai Ping
1336730,Truck,222 02ND ST,EXPIRED,37.78631979828399,-122.39823507424884,07/10/2019 12:00:00 AM,01/15/2021 12:00:00 AM,Quan Catering
1332937,Truck,355 BERRY ST,EXPIRED,37.77236391476725,-122.39704097036318,06/26/2019 12:00:00 AM,01/15/2021 12:00:00 AM,Mini Mobile Food Catering
364218,Push Cart,79 NEW MONTGOMERY ST,SUSPEND,37.78788969990609,-122.40053532677749,,,The Chai Cart
931093,Truck,2401 36TH AVE,REQUESTED,37.7412902847707,-122.49437792043544,,01/30/2018 12:00:00 AM,Swell Cream & Coffee
1336736,Truck,2190 CESAR CHAVEZ ST,EXPIRED,37.75023688477907,-122.3978180317186,07/10/2019 12:00:00 AM,01/15/2021 12:00:00 AM,Quan Catering
1337430,Truck,1135 REVERE AVE,EXPIRED,37.72647071624597,-122.38154121915817,07/12/2019 12:00:00 AM,01/15/2021 12:00:00 AM,Liang Bai Ping
1552756,Truck,2109 MISSION ST,REQUESTED,37.76317461963382,-122.41900951477052,,11/15/2021 12:00:00 AM,Corazon Maya
997504,Truck,Assessors Block /Lot,REQUESTED,0.0,0.0,,07/19/2017 12:00:00 AM,Munch India
1337429,Truck,1160 REVERE AVE,EXPIRED,37.727234007495866,-122.38181551187014,07/12/2019 12:00:00 AM,01/15/2021 12:00:00 AM,Liang Bai Ping
